Timestamp,Pellet_Count
2026-05-30 17:20:28,1
2026-05-30 17:20:43,2
2026-05-30 17:20:56,3
2026-05-30 17:21:13,4
2026-05-30 17:21:30,5
2026-05-30 17:21:50,6
2026-05-30 17:22:05,7
2026-05-30 17:22:23,8
