Timestamp,Pellet_Count
2026-05-29 17:39:11,7
2026-05-29 17:39:23,8
2026-05-29 17:40:38,9
2026-05-29 17:40:55,10
2026-05-29 17:41:19,11
2026-05-29 17:41:35,12
2026-05-29 17:41:49,13
2026-05-29 17:42:03,14
2026-05-29 17:42:42,15
