Timestamp,Pellet_Count
2026-05-29 18:07:00,39
2026-05-29 18:07:13,40
2026-05-29 18:07:28,41
2026-05-29 18:07:41,42
2026-05-29 18:07:57,43
2026-05-29 18:08:12,44
2026-05-29 18:08:18,45
2026-05-29 18:08:31,46
2026-05-29 18:08:44,47
